,Symbol,Name,Industry,IndustryCode
1241,DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
1242,SGMO,Sangamo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1243,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
1244,HAFC,Hanmi Financial Corp,은행,551010
1245,LTCH,Latch Inc,전문 및 상업 서비스,522030
1246,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
1247,CNTA,Centessa Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
1248,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1249,CFB,Crossfirst Bankshares Inc,은행,551010
1250,ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
1251,CTBI,Community Trust Bancorp Inc,은행,551010
1252,TDUP,ThredUp Inc Class A,소프트웨어 및 IT서비스,572010
1253,NFBK,Northfield Bancorp Inc,은행,551010
1254,BLNK,Blink Charging Co,전기 유틸리티,591010
1255,SLP,Simulations Plus Inc,헬스케어 장비 및 용품,561010
1256,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1257,CLAR,Clarus Corp,레저 상품,532050
1258,GSBC,Great Southern Bancorp Inc,은행,551010
1259,HIFS,Hingham Institution For Savings,은행,551010
1260,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1261,FBMS,First Bancshares Inc (Mississippi),은행,551010
1262,HYFM,Hydrofarm Holdings Group Inc,"건설장비 및 대형차, 기차, 배",521020
1263,CEVA,CEVA Inc,반도체 및 반도체 장비,571010
1264,WINA,Winmark Corp,전문품 상점,534030
1265,HWKN,Hawkins Inc,화학,511010
1266,PAHC,Phibro Animal Health Corp Class A,제약,562010
1267,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1268,SCSC,Scansource Inc,"컴퓨터, 전화 및 가전제품",571060
1269,IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
1270,SLRC,SLR Investment Corp,다양한 금융서비스,555010
1271,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1272,QURE,Uniqure NV,생명과학 및 메디컬 리서치,562020
1273,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1274,PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
1275,NWLI,National Western Life Group Inc Class A,보험,553010
1276,NTUS,Natus Medical Inc,헬스케어 장비 및 용품,561010
1277,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1278,HONE,HarborOne Bancorp Inc,은행,551010
1279,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1280,VTYX,Ventyx Biosciences Inc,생명과학 및 메디컬 리서치,562020
1281,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1282,SOPH,Sophia Genetics SA,소프트웨어 및 IT서비스,572010
1283,PRDO,Perdoceo Education Corp,교육서비스,631010
1284,TILE,Interface Inc,가정용품,532040
1285,BCOR,Blucora Inc,투자은행 및 서비스,551020
1286,PAYA,Paya Holdings Inc Class A,전문 및 상업 서비스,522030
1287,ACB,Aurora Cannabis Inc,제약,562010
1288,REAL,RealReal Inc,다양한 소매업,534020
1289,ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
1290,FFIC,Flushing Financial Corp,은행,551010
1291,SNDX,Syndax Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1292,ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
1293,DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
1294,CAC,Camden National Corp,은행,551010
1295,CBTX,CBTX Inc,은행,551010
1296,CGBD,TCG BDC Inc,은행,551010
1297,VAXX,Vaxxinity Inc Class A,생명과학 및 메디컬 리서치,562020
1298,CONXU,CONX Units,기타 금융업,556010
1299,SCRMU,Screaming Eagle Acquisition Units,기타 금융업,556010
1300,TNT,Peak Fintech Group Inc,핀테크,573010
1301,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1302,TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
1303,BOOM,DMC Global Inc,오일 및 가스 장비 및 서비스,501030
1304,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1305,PRCT,Procept Biorobotics Corp,헬스케어 장비 및 용품,561010
1306,GOCO,Gohealth Inc Class A,보험,553010
1307,IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1308,ADGI,Adagio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1309,LYLT,Loyalty Ventures Inc,소프트웨어 및 IT서비스,572010
1310,FMBH,First Mid Bancshares Inc,은행,551010
1311,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
1312,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
1313,BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
1314,HTBK,Heritage Commerce Corp,은행,551010
1315,STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
1316,HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
1317,MERC,Mercer International Inc,종이 및 임산물,513010
1318,AIRS,Airsculpt Technologies Inc,헬스케어 업체 및 서비스,561020
1319,ARQT,Arcutis Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1320,OSW,Onespaworld Holdings Ltd,호텔 및 엔터테인먼트,533010
1321,LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
1322,SPRC,Scisparc Ltd,제약,562010
1323,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1324,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1325,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1326,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1327,PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1328,BGRY,Berkshire Grey Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1329,LWLG,Lightwave Logic Inc,커뮤니케이션 및 네트워킹,571020
1330,LOVE,Lovesac Co,가정용품,532040
1331,PRDS,Pardes Biosciences Inc,생명과학 및 메디컬 리서치,562020
1332,CVGW,Calavo Growers Inc,식품 및 담배,541020
1333,HIVE,HIVE Blockchain Technologies Ltd,핀테크,573010
1334,JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
1335,NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
1336,PLL,Piedmont Lithium Inc,화학,511010
1337,SMFR,Sema4 Holdings Corp Class A,헬스케어 장비 및 용품,561010
1338,ENDP,Endo International PLC,제약,562010
1339,TLS,Telos Corp,소프트웨어 및 IT서비스,572010
1340,MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
1341,SCOA,Scion Tech Growth I Class A,기타 금융업,556010
1342,CGNT,Cognyte Software Ltd,소프트웨어 및 IT서비스,572010
1343,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1344,LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
1345,SLAM,Slam Corp Class A,기타 금융업,556010
1346,DHC,Diversified Healthcare Trust,주택 및 상업용 리츠,601020
1347,MGNX,MacroGenics Inc,생명과학 및 메디컬 리서치,562020
1348,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1349,OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
1350,USLM,United States Lime & Minerals Inc,건축 자재,512020
1351,IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
1352,OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
1353,MF,Missfresh Ltd ADR,소프트웨어 및 IT서비스,572010
1354,BRY,Berry Corporation (Bry),오일 및 가스,501020
1355,CONN,Conn's Inc,전문품 상점,534030
1356,CIFR,Cipher Mining Inc,핀테크,573010
1357,ORGN,Origin Materials Inc Class A,화학,511010
1358,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1359,TNGX,Tango Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1360,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
1361,MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1362,LBC,Luther Burbank Corp,은행,551010
1363,AMYT,Amryt Pharma PLC ADR,제약,562010
1364,SBNYP,Signature Bank ADR,은행,551010
1365,EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1366,ANIP,ANI Pharmaceuticals Inc,제약,562010
1367,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1368,CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
1369,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1370,AMRK,A-Mark Precious Metals Inc,메탈&마이닝,512010
1371,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1372,GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
1373,RNA,Avidity Biosciences Inc,제약,562010
1374,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1375,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1376,VLDR,Velodyne Lidar Inc,전자 장비 및 부품,571040
1377,BPYPM,Brookfield Property Preferred LP PRF,은행,551010
1378,NOTV,Inotiv Inc,생명과학 및 메디컬 리서치,562020
1379,INGN,Inogen Inc,헬스케어 장비 및 용품,561010
1380,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1381,STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1382,TRST,TrustCo Bank Corp N Y,은행,551010
1383,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1384,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1385,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
1386,PCT,Purecycle Technologies Inc,전문 및 상업 서비스,522030
1387,MCBS,Metrocity Bankshares Inc,은행,551010
1388,SGHT,Sight Sciences Inc,헬스케어 장비 및 용품,561010
1389,PGC,Peapack-Gladstone Financial Corp,은행,551010
1390,SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
1391,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1392,CCD,Calamos Dynamic Convertible and Income Fund,다양한 금융서비스,555010
1393,DDI,DoubleDown Interactive Co Ltd ADR,호텔 및 엔터테인먼트,533010
1394,KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1395,VSEC,VSE Corp,우주항공 및 국방,521010
1396,CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
1397,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1398,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1399,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1400,SP,SP Plus Corp,운송 인프라,524070
1401,DSGN,Design Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1402,CATC,Cambridge Bancorp,은행,551010
1403,RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
1404,DSKE,Daseke Inc,화물 및 물류 서비스,524050
1405,SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1406,NEWT,Newtek Business Services Corp,은행,551010
1407,WIFI,Boingo Wireless Inc,통신 서비스,574010
1408,VITL,Vital Farms Inc,식품 및 약품소매,543010
1409,MGTX,MeiraGTx Holdings PLC,제약,562010
1410,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
1411,ACRS,Aclaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1412,QSI,Quantum-Si Inc Class A,반도체 및 반도체 장비,571010
1413,TA,Travelcenters of America Inc,오일 및 가스,501020
1414,TBPH,Theravance Biopharma Inc,제약,562010
1415,ATNI,ATN International Inc,통신 서비스,574010
1416,ASLE,AerSale Corp,우주항공 및 국방,521010
1417,COLL,Collegium Pharmaceutical Inc,제약,562010
1418,ETACU,E Merge Technology Acquisition Units,기타 금융업,556010
1419,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1420,MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
1421,OSPN,OneSpan Inc,통합 하드웨어 및 소프트웨어,571070
1422,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
1423,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1424,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1425,UFCS,United Fire Group Inc,보험,553010
1426,BITF,Bitfarms Ltd,핀테크,573010
1427,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1428,MBWM,Mercantile Bank Corp,은행,551010
1429,NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
1430,ACBI,Atlantic Capital Bancshares Inc,은행,551010
1431,BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
1432,CRMT,America's CAR-MART Inc,전문품 상점,534030
1433,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1434,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
1435,IMXI,International Money Express Inc,전문 및 상업 서비스,522030
1436,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1437,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1438,BMRC,Bank of Marin Bancorp,은행,551010
1439,SVFAU,SVF Investment Units,기타 금융업,556010
1440,LMACU,Liberty Media Acquisition Units,기타 금융업,556010
1441,BTWNU,Bridgetown Hldg Units,기타 금융업,556010
1442,RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1443,LE,Lands End Inc,전문품 상점,534030
1444,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
1445,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1446,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1447,KPTI,Karyopharm Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1448,HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,다양한 소매업,534020
1449,LEGH,Legacy Housing Corp,주택건설,532030
1450,GEVO,Gevo Inc,재생에너지,502010
1451,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
1452,OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
1453,HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
1454,OCGN,Ocugen Inc,생명과학 및 메디컬 리서치,562020
1455,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1456,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1457,DCGO,DocGo Inc,헬스케어 업체 및 서비스,561020
1458,TBLD,Thornburg Income Builder Opportunities Trust,다양한 금융서비스,555010
1459,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1460,MSBI,Midland States Bancorp Inc,은행,551010
1461,CINC,CinCor Pharma Inc,생명과학 및 메디컬 리서치,562020
1462,CDZIP,Cadiz Inc ADR,수도 유틸리티,591030
1463,AROW,Arrow Financial Corp,은행,551010
1464,ELMS,Electric Last Mile Solutions Inc Class A,자동차 및 자동차 부품,531010
1465,CHSCL,CHS Inc PRF,식품 및 담배,541020
1466,CENT,Central Garden & Pet Co,식품 및 담배,541020
1467,YORW,York Water Co,수도 유틸리티,591030
1468,MAPS,WM Technology Inc Class A,소프트웨어 및 IT서비스,572010
1469,IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
1470,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
1471,CHSCO,CHS Inc PRF,식품 및 담배,541020
1472,PRAX,Praxis Precision Medicines Inc,생명과학 및 메디컬 리서치,562020
1473,CCB,Coastal Financial Corp (EVERETT),은행,551010
1474,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1475,CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
1476,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1477,RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1478,TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
1479,THFF,First Financial Corp,은행,551010
1480,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1481,AKRO,Akero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1482,MSDAU,MSD Acquisition Units,기타 금융업,556010
1483,UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
1484,SRRK,Scholar Rock Holding Corp,생명과학 및 메디컬 리서치,562020
1485,VIEW,View Inc Class A,주택건설,532030
1486,GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,전문 및 상업 서비스,522030
1487,DICE,Dice Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1488,IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
1489,BHFAN,Brighthouse Financial Inc ADR,보험,553010
1490,SCOAU,ScION Tech Growth I Units,기타 금융업,556010
1491,ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1492,ICVX,Icosavax Inc,생명과학 및 메디컬 리서치,562020
1493,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1494,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1495,LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
1496,SLAMU,Slam Units,기타 금융업,556010
1497,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1498,AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1499,PHVS,Pharvaris NV,생명과학 및 메디컬 리서치,562020
1500,PLBY,Plby Group Inc,전문품 상점,534030
1501,PETQ,PetIQ Inc Class A,제약,562010
1502,VIACP,ViacomCBS Inc Convertible Preference Shares Series A,미디어 및 출판,533020
1503,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1504,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1505,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1506,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
1507,IREN,Iris Energy Ltd,소프트웨어 및 IT서비스,572010
1508,EQBK,Equity Bancshares Inc Class A,은행,551010
1509,HMPT,Home Point Capital Inc,은행,551010
1510,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1511,EHTH,eHealth Inc,보험,553010
1512,FCBC,First Community Bankshares Inc,은행,551010
1513,BFST,Business First Bancshares Inc,은행,551010
1514,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1515,PEAR,Pear Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
1516,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
1517,PNT,POINT Biopharma Global Inc,생명과학 및 메디컬 리서치,562020
1518,CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1519,IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
1520,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1521,GNOG,Golden Nugget Online Gaming Inc Class A,소프트웨어 및 IT서비스,572010
1522,NGMS,NeoGames SA,소프트웨어 및 IT서비스,572010
1523,BNGO,Bionano Genomics Inc,헬스케어 장비 및 용품,561010
1524,ABSI,Absci Corp,생명과학 및 메디컬 리서치,562020
1525,LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
1526,LX,Lexinfintech Holdings Ltd ADR,은행,551010
